id,no,project,reporter,type,priority,contributors,turn_no,assignee,started,ended,spent hours,steps,comments count,valid,Q1,Q2,Q3,Notes,compositeScore,performanceBinary
1006527.0,79.0,C11grzvznv,.wyzvznvyhh,Ticket,High,1.0,1,4ops,2022-05-16 08:12:08+00:00,2022-05-24 05:39:04+00:00,189.449,3,6,True,4,4,3,,3.6666666666666665,needs_improvement
1006536.0,8.0,C02hkz40,0nyzn4ygp,Ticket,High,2.0,1,4hgol,2022-05-16 11:36:53+00:00,2022-05-16 11:41:37+00:00,0.079,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lhl,2022-05-16 11:41:37+00:00,2022-06-12 12:31:24+00:00,648.83,3,22,True,3,3,3,,3.0,needs_improvement
1006548.0,42.0,C07hrx0u,u6yx0uyhq,Ticket,Medium,1.0,1,4kqo,2022-05-17 06:29:06+00:00,2022-09-06 09:33:40+00:00,2691.076,4,17,True,3,3,3,,3.0,needs_improvement
1006560.0,476.0,C12hgx18a,adyx18aygs,Ticket,Medium,2.0,1,4kgi,2022-05-17 09:12:26+00:00,2022-05-17 09:16:25+00:00,0.066,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-05-17 09:16:25+00:00,2022-06-28 07:12:29+00:00,1005.934,2,10,True,2,2,2,,2.0,needs_improvement
1006565.0,2788.0,C13ggbx0,bzybx0yhp,Ticket,High,1.0,1,4qqr,2022-05-17 09:34:09+00:00,2022-06-05 10:49:52+00:00,457.262,2,7,True,5,5,5,,5.0,good
1006593.0,477.0,C12hgx18a,adyx18aygr,Ticket,Blocker,3.0,1,4hgos,2022-05-19 06:04:34+00:00,2022-05-19 06:05:29+00:00,0.015,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghs,2022-05-19 06:05:29+00:00,2022-05-19 06:06:47+00:00,0.022,2,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4hgos,2022-05-19 06:06:47+00:00,2022-05-19 06:09:04+00:00,0.038,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4lpo,2022-05-19 06:09:04+00:00,2022-07-03 14:28:31+00:00,1088.324,4,13,True,2,2,2,,2.0,needs_improvement
1006597.0,343.0,C02ggnd01,0nynd01ygh,Ticket,Medium,3.0,1,4kgi,2022-05-19 07:48:56+00:00,2022-05-19 07:49:33+00:00,0.01,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-05-19 07:49:33+00:00,2022-05-19 07:52:17+00:00,0.046,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4kgi,2022-05-19 07:52:17+00:00,2022-05-19 07:56:08+00:00,0.064,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4lhl,2022-05-19 07:56:08+00:00,2022-06-06 05:36:58+00:00,429.681,3,4,True,4,4,4,,4.0,good
1006608.0,554.0,C06hgfz_x,t.yfz_xygs,Ticket,Highest,2.0,1,4hghq,2022-05-19 15:17:04+00:00,2022-05-19 15:25:20+00:00,0.138,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4sgg,2022-05-19 15:25:20+00:00,2023-02-19 08:44:33+00:00,6617.32,16,82,True,2,2,2,,2.0,needs_improvement
1006613.0,455.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,4.0,1,4hgor,2022-05-22 05:36:05+00:00,2022-05-22 05:41:33+00:00,0.091,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-05-22 05:41:33+00:00,2022-05-22 05:43:35+00:00,0.034,2,0,True,1,1,1,"ph_name already manage the ticket, ph_name should check with his team before interact on this ticket",1.0,needs_improvement
,,,,,,,3,4kgh,2022-05-22 05:43:35+00:00,2022-05-22 05:44:53+00:00,0.022,1,0,True,0,0,0,"Not sure why ph_name was engaged in this ticket, he might be managing the team on behalf of their lead",0.0,needs_improvement
,,,,,,,4,4hgor,2022-05-22 05:44:53+00:00,2022-05-22 05:47:57+00:00,0.051,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,5,4lsk,2022-05-22 05:47:57+00:00,2022-05-24 12:43:26+00:00,54.925,3,4,True,4,4,5,No update on the ticket for what is done to resolve it,4.333333333333333,good
1006627.0,212.0,C06go1z0,t.y1z0ygi,Ticket,Medium,1.0,1,3cxogo,2022-05-22 12:06:23+00:00,2022-05-22 12:16:17+00:00,0.165,5,4,True,5,5,5,Ticket opened on behalf of the customer after the issue resolved,5.0,good
1006671.0,204.0,C10grn0v,xayn0vygh,Ticket,High,2.0,1,4hgor,2022-05-24 10:06:12+00:00,2022-05-24 10:07:17+00:00,0.018,1,2,True,3,3,5,Service Desk user did not add comment on the ticket as should be,3.6666666666666665,needs_improvement
,,,,,,,2,4hgho,2022-05-24 10:07:17+00:00,2022-05-25 04:12:35+00:00,18.088,2,2,True,4,4,5,More investigation needed bust since the incident resolved the ticket is closed,4.333333333333333,good
,,,,,,,3,4hgho,2022-05-25 04:12:35+00:00,2022-06-09 06:29:27+00:00,362.281,2,1,True,4,4,5,More investigation needed bust since the incident resolved the ticket is closed,4.333333333333333,good
1006673.0,459.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hgor,2022-05-24 10:29:26+00:00,2022-05-24 10:33:10+00:00,0.062,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4osr,2022-05-24 10:33:10+00:00,2022-06-06 12:00:55+00:00,313.462,2,30,True,3,3,3,"took so much time in communication and issue identified when connected, and no update on the ticket about the issue",3.0,needs_improvement
1006683.0,214.0,C06go1z0,t.y1z0ygi,Ticket,High,2.0,1,4hghq,2022-05-25 06:18:50+00:00,2022-05-25 06:33:43+00:00,0.248,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,3cxogo,2022-05-25 06:33:43+00:00,2022-05-25 07:51:03+00:00,1.289,3,4,True,5,5,5,,5.0,good
1006694.0,632.0,C02gg0x93,0ny0x93yho,Ticket,Low,4.0,1,4hgor,2022-05-25 10:43:44+00:00,2022-05-25 10:46:58+00:00,0.054,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-05-25 10:46:58+00:00,2022-05-25 10:55:09+00:00,0.136,1,1,True,1,1,1,"ver bad management of the ticket, it took more than two months just to connect and do investigation",1.0,needs_improvement
,,,,,,,3,4lhl,2022-05-25 10:55:09+00:00,2022-10-11 13:38:29+00:00,3338.722,2,18,True,1,1,1,"ver bad management of the ticket, it took more than two months just to connect and do investigation",1.0,needs_improvement
,,,,,,,4,x8azvjn2,2022-10-11 13:38:29+00:00,2022-10-11 13:39:07+00:00,0.011,1,0,True,0,0,0,Not sure why ph_name from Service Desk assign this to ph_name the reassign it back to ph_name,0.0,needs_improvement
,,,,,,,5,4lhl,2022-10-11 13:39:07+00:00,2022-10-24 08:04:10+00:00,306.418,1,2,True,1,1,1,"ver bad management of the ticket, it took more than two months just to connect and do investigation",1.0,needs_improvement
1006715.0,268.0,C12gg0.a,ady0.aygh,Ticket,Highest,2.0,1,4hghk,2022-05-29 08:25:53+00:00,2022-05-29 08:28:28+00:00,0.043,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-05-29 08:28:28+00:00,2022-06-16 06:44:36+00:00,430.269,5,20,True,5,5,5,,5.0,good
1006717.0,569.0,C11gg02z9,.wy02z9yhg,Ticket,High,1.0,1,4ops,2022-05-29 08:59:16+00:00,2022-05-29 10:07:21+00:00,1.135,2,4,True,5,5,5,,5.0,good
1006725.0,466.0,C12ggzcz0u,adyzcz0uygr,Ticket,Highest,2.0,1,4hgos,2022-05-29 12:07:25+00:00,2022-05-29 12:09:49+00:00,0.04,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-05-29 12:09:49+00:00,2022-06-02 05:36:10+00:00,89.439,3,21,True,1,1,5,"excellent communication with customer but bad documentation on the ticket, still I don't know what was the issue and how it was resolved",2.3333333333333335,needs_improvement
1006726.0,301.0,C07ggx0u,u6yx0uygs,Ticket,High,1.0,1,4shl,2022-05-29 12:14:22+00:00,2022-05-30 12:22:23+00:00,24.134,2,5,True,4,4,5,,4.333333333333333,good
1006781.0,2476.0,C06gg__z0,t.y__z0ygq,Ticket,High,2.0,1,4khg,2022-05-31 12:11:24+00:00,2022-05-31 12:14:28+00:00,0.051,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kpq,2022-05-31 12:14:28+00:00,2022-06-06 05:41:16+00:00,137.447,3,5,True,2,2,5,,3.0,needs_improvement
1006784.0,557.0,C06hgfz_x,t.yfz_xygs,Ticket,High,4.0,1,4hghs,2022-05-31 14:59:27+00:00,2022-05-31 15:00:44+00:00,0.021,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgi,2022-05-31 15:00:44+00:00,2022-05-31 15:00:49+00:00,0.001,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4hgos,2022-05-31 15:00:49+00:00,2022-05-31 15:03:18+00:00,0.041,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4sgg,2022-05-31 15:03:18+00:00,2023-01-02 09:35:46+00:00,5178.541,13,55,True,1,1,1,"if there is less than 1 I will put it, the ticket is very poor managed",1.0,needs_improvement
1006791.0,2464.0,C06gg1_3_,t.y1_3_ygo,HD Service,Medium,1.0,1,4qsh,2022-06-01 07:59:38+00:00,2022-06-28 06:52:39+00:00,646.884,3,6,True,3,3,3,"This is a service, ticket is duplicate and closed",3.0,needs_improvement
1006809.0,2940.0,C01ggz-3,z8yz-3ygp,Ticket,High,3.0,1,4hgrl,2022-06-02 05:49:21+00:00,2022-06-02 05:49:57+00:00,0.01,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghk,2022-06-02 05:49:57+00:00,2022-06-02 06:06:20+00:00,0.273,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4kll,2022-06-02 06:06:20+00:00,2022-12-09 12:48:03+00:00,4566.695,2,48,True,3,3,3,,3.0,needs_improvement
1006839.0,413.0,C12ggz_0,adyz_0ygp,Ticket,High,2.0,1,4hghk,2022-06-05 05:25:53+00:00,2022-06-05 05:30:00+00:00,0.069,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-06-05 05:30:00+00:00,2022-06-05 06:15:27+00:00,0.758,2,5,True,5,5,5,,5.0,good
1006841.0,333.0,C01gg0xa,bzy0xaygl,Ticket,Medium,3.0,1,4hghk,2022-06-05 06:39:06+00:00,2022-06-05 06:42:56+00:00,0.064,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lip,2022-06-05 06:42:56+00:00,2022-06-13 04:59:43+00:00,190.28,1,3,True,5,5,5,,5.0,good
,,,,,,,3,4hgpl,2022-06-13 04:59:43+00:00,2022-06-21 03:26:05+00:00,190.439,2,5,True,5,5,5,,5.0,good
1006849.0,472.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hghk,2022-06-05 09:45:56+00:00,2022-06-05 09:48:28+00:00,0.042,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-06-05 09:48:28+00:00,2022-12-18 13:43:49+00:00,4707.922,9,147,True,2,2,2,,2.0,needs_improvement
1006856.0,7.0,C08ggz3_0,veyz3_0ygi,Ticket,Medium,2.0,1,4hghk,2022-06-05 14:06:36+00:00,2022-06-05 14:09:07+00:00,0.042,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hpp,2022-06-05 14:09:07+00:00,2022-07-24 13:35:23+00:00,1175.438,3,19,True,4,4,5,,4.333333333333333,good
1006870.0,29.0,C13gqb10,bzyb10ygk,Ticket,Medium,2.0,1,4pgp,2022-06-06 08:23:18+00:00,2022-06-16 08:05:54+00:00,239.71,2,5,True,4,4,4,,4.0,good
,,,,,,,2,4qiq,2022-06-16 08:05:54+00:00,2022-07-17 14:57:19+00:00,750.857,1,3,True,4,4,4,,4.0,good
,,,,,,,3,4pgp,2022-07-17 14:57:19+00:00,2022-08-24 11:57:03+00:00,908.996,3,6,True,4,4,4,,4.0,good
1006872.0,483.0,C12hgx18a,adyx18aygr,Ticket,Blocker,2.0,1,4hgos,2022-06-06 09:44:22+00:00,2022-06-06 09:46:37+00:00,0.038,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-06-06 09:46:37+00:00,2022-07-05 11:43:05+00:00,697.941,6,12,True,1,1,1,"No investigation shown, issue took so much time and reported to dev without any investigation then issue closed without any action",1.0,needs_improvement
1006882.0,2629.0,C06ggt_9,t.yt_9ygh,Ticket,Highest,2.0,1,4hgrl,2022-06-07 08:47:51+00:00,2022-06-07 08:50:22+00:00,0.042,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4slh,2022-06-07 08:50:22+00:00,2022-07-21 13:15:51+00:00,1060.425,4,10,True,1,1,1,"No investigation shown, issue took so much time and reported to dev without any investigation then issue closed without any action",1.0,needs_improvement
1006918.0,365.0,C06ggctn0,t.yctn0ygp,Ticket,Low,2.0,1,4hgrl,2022-06-09 08:15:27+00:00,2022-06-09 08:18:52+00:00,0.057,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgih,2022-06-09 08:18:52+00:00,2022-06-19 10:25:13+00:00,242.106,2,2,True,4,4,4,this is not an incident it just used to transfer files,4.0,good
1006956.0,2631.0,C06ggt_9,t.yt_9ygo,Ticket,High,2.0,1,4hgol,2022-06-12 08:39:58+00:00,2022-06-12 08:42:43+00:00,0.046,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4slh,2022-06-12 08:42:43+00:00,2022-06-20 06:59:03+00:00,190.272,3,3,True,4,4,4,this is a request,4.0,good
1006971.0,63.0,C07hr6cz0,u6y6cz0ygq,Ticket,Medium,3.0,1,4kgp,2022-06-13 06:06:50+00:00,2022-06-13 06:10:03+00:00,0.054,1,2,True,4,4,4,this is a pm ticket should be created as a service,4.0,good
,,,,,,,2,4sih,2022-06-13 06:10:03+00:00,2022-06-14 10:23:43+00:00,28.228,1,0,True,4,4,4,this is a pm ticket should be created as a service,4.0,good
,,,,,,,3,4shl,2022-06-14 10:23:43+00:00,2022-07-04 07:59:47+00:00,477.601,2,3,True,4,4,4,this is a pm ticket should be created as a service,4.0,good
1007003.0,3453.0,C13ggb_0,bzyb_0ygo,Ticket,Medium,1.0,1,4ris,2022-06-14 07:56:58+00:00,2022-06-19 08:20:35+00:00,120.394,3,4,True,3,3,3,Issue resolved but no investigation shown on the ticket,3.0,needs_improvement
1007010.0,486.0,C12hgx18a,adyx18aygs,Ticket,Medium,3.0,1,4hgos,2022-06-14 09:51:28+00:00,2022-06-14 09:52:02+00:00,0.009,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-06-14 09:52:02+00:00,2022-06-14 09:52:59+00:00,0.016,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4hgos,2022-06-14 09:52:59+00:00,2022-06-14 09:53:12+00:00,0.004,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4lpo,2022-06-14 09:53:12+00:00,2022-10-12 07:57:28+00:00,2878.071,8,28,True,4,4,4,,4.0,good
1007026.0,636.0,C02gg0x93,0ny0x93yii,Ticket,Highest,2.0,1,4hgor,2022-06-15 04:37:32+00:00,2022-06-15 04:45:21+00:00,0.13,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-06-15 04:45:21+00:00,2022-06-18 16:22:12+00:00,83.614,2,5,True,5,5,5,Fast response and resolve the issue,5.0,good
1007104.0,387.0,C06gsn039,t.yn039ygo,Ticket,Medium,3.0,1,4hgor,2022-06-19 06:03:50+00:00,2022-06-19 06:07:44+00:00,0.065,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4sil,2022-06-19 06:07:44+00:00,2022-11-28 13:47:24+00:00,3895.661,2,72,True,1,1,1,bad management and took so much time to investigate,1.0,needs_improvement
,,,,,,,3,4hgir,2022-11-28 13:47:24+00:00,2023-01-26 12:28:46+00:00,1414.689,2,19,True,1,1,1,bad management and took so much time to investigate,1.0,needs_improvement
1007123.0,345.0,C02ggnd01,0nynd01ygs,Ticket,Medium,2.0,1,4hgor,2022-06-19 12:43:15+00:00,2022-06-19 12:50:28+00:00,0.12,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-06-19 12:50:28+00:00,2022-10-11 15:47:29+00:00,2738.95,5,58,True,1,1,1,issue took so muct time to be investigated and bad delay from our team in follow up on the ticket,1.0,needs_improvement
1007129.0,61.0,C11hg0w13,.wy0w13ygq,Ticket,Medium,2.0,1,4ops,2022-06-20 05:16:09+00:00,2022-06-23 04:06:44+00:00,70.843,2,5,True,4,4,4,,4.0,good
,,,,,,,2,4qoh,2022-06-23 04:06:44+00:00,2022-06-30 05:07:29+00:00,169.012,1,1,True,4,4,4,,4.0,good
1007137.0,2470.0,C06ggt_0,t.yt_0ygs,HD Service,High,3.0,1,4hgor,2022-06-20 08:12:34+00:00,2022-06-20 08:16:59+00:00,0.074,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-06-20 08:16:59+00:00,2022-08-09 17:38:14+00:00,1209.354,2,8,True,2,2,1,,1.6666666666666667,needs_improvement
,,,,,,,3,4lll,2022-08-09 17:38:14+00:00,2023-01-02 08:27:48+00:00,3494.826,2,17,True,2,2,1,,1.6666666666666667,needs_improvement
1007142.0,126.0,C02hk0x93,0ny0x93yip ,Ticket,High,2.0,1,4hghk,2022-06-20 11:54:00+00:00,2022-06-20 11:55:56+00:00,0.032,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgog,2022-06-20 11:55:56+00:00,2023-01-26 09:37:21+00:00,5277.69,2,26,True,1,1,1,,1.0,needs_improvement
1007200.0,128.0,C02hk0x93,0ny0x93yoh,Ticket,High,2.0,1,4hgor,2022-06-23 06:25:51+00:00,2022-06-23 06:32:24+00:00,0.109,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4llr,2022-06-23 06:32:24+00:00,2022-12-14 10:31:00+00:00,4179.977,4,37,True,1,1,1,,1.0,needs_improvement
1007203.0,129.0,C02hk0x93,0ny0x93yoh,Ticket,High,3.0,1,4hgos,2022-06-23 07:18:22+00:00,2022-06-23 07:19:01+00:00,0.011,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-06-23 07:19:01+00:00,2022-06-23 07:19:23+00:00,0.006,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4hgos,2022-06-23 07:19:23+00:00,2022-06-23 07:21:33+00:00,0.036,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4hgog,2022-06-23 07:21:33+00:00,2023-02-19 14:22:36+00:00,5791.018,4,25,True,1,1,1,,1.0,needs_improvement
1007210.0,491.0,C12hgx18a,adyx18aygr,Ticket,Blocker,2.0,1,4hgos,2022-06-23 09:39:56+00:00,2022-06-23 09:41:15+00:00,0.022,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-06-23 09:41:15+00:00,2022-07-20 13:54:30+00:00,652.221,4,13,True,2,2,2,,2.0,needs_improvement
1007212.0,492.0,C12hgx18a,adyx18aygo,Ticket,Blocker,3.0,1,4hgos,2022-06-23 09:48:58+00:00,2022-06-23 09:49:25+00:00,0.008,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-06-23 09:49:25+00:00,2022-06-23 09:49:49+00:00,0.007,2,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4lpo,2022-06-23 09:49:49+00:00,2022-07-13 11:57:46+00:00,482.132,3,8,True,4,4,4,,4.0,good
1007240.0,278.0,C12gg0.a,ady0.aygh,HD Service,Medium,3.0,1,4hghk,2022-06-26 12:49:35+00:00,2022-06-26 12:50:01+00:00,0.007,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgrl,2022-06-26 12:50:01+00:00,2022-06-26 12:51:30+00:00,0.025,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4hghk,2022-06-26 12:51:30+00:00,2022-06-26 12:53:05+00:00,0.026,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4osr,2022-06-26 12:53:05+00:00,2022-06-28 07:22:49+00:00,42.496,2,8,True,5,5,5,,5.0,good
1007244.0,521.0,C10ggx1nv,xayx1nvygr,Ticket,Medium,2.0,1,4hgol,2022-06-27 03:52:12+00:00,2022-06-27 03:56:38+00:00,0.074,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4skr,2022-06-27 03:56:38+00:00,2022-08-31 04:44:24+00:00,1560.796,20,45,True,4,4,4,,4.0,good
1007254.0,163.0,C02gg00u,0ny00uygi,Ticket,High,3.0,1,4hgos,2022-06-27 09:38:42+00:00,2022-06-27 09:39:15+00:00,0.009,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4khg,2022-06-27 09:39:15+00:00,2022-06-27 09:44:59+00:00,0.096,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4lhl,2022-06-27 09:44:59+00:00,2023-01-11 08:52:23+00:00,4751.123,3,42,True,1,1,1,,1.0,needs_improvement
1007255.0,72.0,C07hr6cz0,u6y6cz0ygq,Ticket,Highest,1.0,1,4kqo,2022-06-27 10:02:56+00:00,2022-06-27 10:48:27+00:00,0.759,3,6,True,5,5,5,,5.0,good
1007260.0,494.0,C12hgx18a,adyx18aygr,Ticket,Blocker,2.0,1,4hghk,2022-06-27 12:13:11+00:00,2022-06-27 12:15:31+00:00,0.039,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghq,2022-06-27 12:15:31+00:00,2022-07-17 11:24:23+00:00,479.148,4,9,True,3,3,3,,3.0,needs_improvement
1007261.0,523.0,C10ggx1nv,xayx1nvygo,Ticket,High,3.0,1,4hghk,2022-06-27 12:27:40+00:00,2022-06-27 12:29:58+00:00,0.038,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4khg,2022-06-27 12:29:58+00:00,2022-06-27 12:36:10+00:00,0.103,1,1,True,0,0,0,Not sure what was his involvment,0.0,needs_improvement
,,,,,,,3,4hghk,2022-06-27 12:36:10+00:00,2022-06-27 12:38:44+00:00,0.043,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4skr,2022-06-27 12:38:44+00:00,2022-09-04 04:29:01+00:00,1647.838,13,54,True,3,3,3,took so much time to investigate,3.0,needs_improvement
1007271.0,2706.0,C06ggtz0,t.ytz0ygl,Ticket,Blocker,3.0,1,4hgrl,2022-06-28 05:16:05+00:00,2022-06-28 05:16:50+00:00,0.012,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghs,2022-06-28 05:16:50+00:00,2022-06-28 05:23:41+00:00,0.114,2,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4sli,2022-06-28 05:23:41+00:00,2022-07-05 09:13:43+00:00,171.834,3,9,True,4,4,4,,4.0,good
1007291.0,530.0,C10ggx1nv,xayx1nvygr,Ticket,Medium,2.0,1,4hgos,2022-06-29 06:10:02+00:00,2022-06-29 06:11:49+00:00,0.03,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4skr,2022-06-29 06:11:49+00:00,2022-12-13 07:01:24+00:00,4008.826,9,48,True,2,2,2,Took so much time to investigate the issue,2.0,needs_improvement
1007295.0,368.0,C06ggctn0,t.yctn0ygp,Ticket,Medium,2.0,1,4hghk,2022-06-29 08:00:47+00:00,2022-06-29 08:02:51+00:00,0.034,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsp,2022-06-29 08:02:51+00:00,2022-12-14 07:33:13+00:00,4031.506,6,40,True,1,1,1,No proper update on the ticket and took so much time to investigate the issue,1.0,needs_improvement
1007323.0,339.0,C01gg0xa,bzy0xaygl,Ticket,High,3.0,1,4hgos,2022-06-30 08:35:21+00:00,2022-06-30 08:39:05+00:00,0.062,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgpl,2022-06-30 08:39:05+00:00,2022-06-30 08:55:14+00:00,0.269,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4kll,2022-06-30 08:55:14+00:00,2022-06-30 09:14:59+00:00,0.329,1,0,True,5,5,5,,5.0,good
,,,,,,,4,4hgpl,2022-06-30 09:14:59+00:00,2022-07-12 05:52:17+00:00,284.622,3,5,True,5,5,5,,5.0,good
1007329.0,422.0,C12ggz_0,adyz_0ygq,Ticket,Medium,2.0,1,4hgrl,2022-06-30 09:42:23+00:00,2022-06-30 09:46:01+00:00,0.061,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-06-30 09:46:01+00:00,2022-06-30 10:01:10+00:00,0.252,2,2,True,4,4,4,,4.0,good
1007343.0,2411.0,C06gg40,t.y40ygh,Ticket,Medium,3.0,1,4hgrl,2022-07-03 05:04:03+00:00,2022-07-03 05:06:26+00:00,0.04,3,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-07-03 05:06:26+00:00,2022-07-03 09:31:46+00:00,4.422,3,2,True,4,4,4,,4.0,good
,,,,,,,3,4hgok,2022-07-03 09:31:46+00:00,2022-10-17 08:16:59+00:00,2542.754,4,32,True,4,4,4,,4.0,good
1007351.0,2291.0,C06gg0v.w,t.y0v.wygh,Ticket,High,4.0,1,4hghk,2022-07-03 07:20:40+00:00,2022-07-03 07:21:15+00:00,0.01,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgos,2022-07-03 07:21:15+00:00,2022-07-03 07:24:22+00:00,0.052,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
