id,no,project,reporter,type,priority,contributors,turn_no,assignee,started,ended,spent hours,steps,comments count,valid,Q1,Q2,Q3,Notes,compositeScore,performanceBinary
,,,,,,,3,4kqp,2022-07-03 07:24:22+00:00,2022-07-03 07:47:57+00:00,0.393,1,2,True,4,4,4,This is a service request,4.0,good
,,,,,,,4,4lsh,2022-07-03 07:47:57+00:00,2022-07-07 14:24:24+00:00,102.608,4,6,True,4,4,4,This is a service request,4.0,good
1007369.0,1154.0,C06hg2xcu,t.y2xcuyhi,HD Service,Highest,3.0,1,4hghk,2022-07-03 13:22:32+00:00,2022-07-03 13:25:07+00:00,0.043,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4sgr,2022-07-03 13:25:07+00:00,2022-07-05 09:11:55+00:00,43.78,1,3,True,4,4,4,This is a service request,4.0,good
,,,,,,,3,4pps,2022-07-05 09:11:55+00:00,2022-07-13 04:47:35+00:00,187.594,4,6,True,4,4,4,This is a service request,4.0,good
1007379.0,23.0,C07hr0w,u6y0wygp,Ticket,Medium,1.0,1,4ihs,2022-07-04 07:07:20+00:00,2022-07-24 10:06:01+00:00,482.978,3,9,True,1,1,1,No update useful in the ticket and ticket closed without showning what happen,1.0,needs_improvement
1007408.0,536.0,C10ggx1nv,xayx1nvygo,Ticket,Medium,3.0,1,4hgrl,2022-07-05 06:49:40+00:00,2022-07-05 06:58:31+00:00,0.148,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4skr,2022-07-05 06:58:31+00:00,2022-07-05 06:58:42+00:00,0.003,1,0,True,3,3,3,,3.0,needs_improvement
,,,,,,,3,4z8d4aa.c3,2022-07-05 06:58:42+00:00,2022-07-11 09:29:24+00:00,146.512,1,2,True,0,0,0,Not sure why this was assigned,0.0,needs_improvement
,,,,,,,4,4skr,2022-07-11 09:29:24+00:00,2022-07-31 05:36:15+00:00,476.114,5,20,True,3,3,3,,3.0,needs_improvement
1007417.0,134.0,C02hk0x93,0ny0x93yik,Ticket,Highest,2.0,1,4hghk,2022-07-05 13:25:24+00:00,2022-07-05 13:36:02+00:00,0.177,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgog,2022-07-05 13:36:02+00:00,2022-12-17 23:14:59+00:00,3969.649,4,25,True,0,0,0,,0.0,needs_improvement
1007420.0,538.0,C10ggx1nv,xayx1nvygr,Ticket,Medium,2.0,1,4hgor,2022-07-06 04:02:29+00:00,2022-07-06 04:05:40+00:00,0.053,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4skr,2022-07-06 04:05:40+00:00,2022-11-23 04:22:28+00:00,3360.28,15,41,True,3,3,3,,3.0,needs_improvement
1007426.0,104.0,C02gg_3nwc,0ny_3nwcygo,Ticket,Medium,2.0,1,4hghs,2022-07-06 07:25:27+00:00,2022-07-06 07:33:12+00:00,0.129,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lhl,2022-07-06 07:33:12+00:00,2022-08-29 14:16:37+00:00,1302.724,2,14,True,2,2,2,"same day request connection but not shown if we connect and solved the issue or not, ticket closed since two weeks no feedback from C02",2.0,needs_improvement
1007438.0,1157.0,C06hg2xcu,t.y2xcuyhp,Ticket,Highest,2.0,1,4hgrl,2022-07-06 11:05:18+00:00,2022-07-06 11:07:19+00:00,0.034,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4pps,2022-07-06 11:07:19+00:00,2022-07-06 12:01:45+00:00,0.907,2,3,True,4,4,4,,4.0,good
1007444.0,566.0,C06hgfz_x,t.yfz_xygs,Ticket,High,2.0,1,4hgrl,2022-07-06 14:04:00+00:00,2022-07-06 14:06:36+00:00,0.043,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lls,2022-07-06 14:06:36+00:00,2022-09-14 06:08:23+00:00,1672.03,6,15,True,2,2,2,,2.0,needs_improvement
1007473.0,349.0,C10grx1nv,xayx1nvygr,Ticket,Low,1.0,1,4skr,2022-07-10 11:21:32+00:00,2022-08-01 04:48:09+00:00,521.444,3,7,True,4,4,4,,4.0,good
1007478.0,544.0,C10ggx1nv,xayx1nvygr,Ticket,Medium,1.0,1,4skr,2022-07-12 06:21:43+00:00,2022-11-15 04:14:34+00:00,3021.881,12,48,True,2,2,2,,2.0,needs_improvement
1007481.0,229.0,C13ggb20,bzyb20ygo,Ticket,Medium,2.0,1,4ris,2022-07-13 04:58:16+00:00,2022-07-19 06:29:31+00:00,145.521,3,8,True,4,4,4,,4.0,good
,,,,,,,2,4pgp,2022-07-19 06:29:31+00:00,2022-07-24 07:19:45+00:00,120.837,1,3,True,4,4,4,,4.0,good
1007497.0,3221.0,C06ggn039,t.yn039ygo,Ticket,Highest,2.0,1,4hgrl,2022-07-13 11:28:28+00:00,2022-07-13 11:32:03+00:00,0.06,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4ssh,2022-07-13 11:32:03+00:00,2022-07-27 11:41:11+00:00,336.152,2,5,True,4,4,4,service request,4.0,good
1007511.0,3222.0,C06ggn039,t.yn039ygo,Ticket,Medium,1.0,1,4hggg,2022-07-14 07:19:06+00:00,2022-10-23 09:06:47+00:00,2425.795,4,31,True,2,2,2,,2.0,needs_improvement
1007543.0,505.0,C12hgx18a,adyx18aygr,Ticket,Blocker,3.0,1,4hghs,2022-07-17 06:24:45+00:00,2022-07-17 06:30:04+00:00,0.089,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-07-17 06:30:04+00:00,2022-11-23 21:06:22+00:00,3110.605,7,52,True,3,3,3,"Took so much time, can be better if more coordination with Dev and ph_name team was done",3.0,needs_improvement
,,,,,,,3,4hghq,2022-11-23 21:06:22+00:00,2022-12-12 13:44:50+00:00,448.641,6,18,True,3,3,3,"Took so much time, can be better if more coordination with Dev and ph_name team was done",3.0,needs_improvement
1007557.0,640.0,C02gg0x93,0ny0x93yho,Ticket,Medium,2.0,1,4hghs,2022-07-17 11:29:09+00:00,2022-07-17 11:32:05+00:00,0.049,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lhl,2022-07-17 11:32:05+00:00,2022-11-08 13:56:51+00:00,2738.413,3,15,True,3,3,3,Issue delayed from ph_name and no esclation or closure to the ticket done even the issue was delayed more than to 2 weeks,3.0,needs_improvement
1007567.0,285.0,C12gg0.a,ady0.aygh,Ticket,Highest,2.0,1,4hghk,2022-07-18 05:52:10+00:00,2022-07-18 05:54:57+00:00,0.046,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-07-18 05:54:57+00:00,2022-09-20 08:20:49+00:00,1538.431,5,45,True,3,3,3,delay from dev and customer should do both internal escalation and with Customer,3.0,needs_improvement
1007574.0,1168.0,C06hg2xcu,t.y2xcuyhp,Ticket,Blocker,2.0,1,4hghk,2022-07-18 09:08:00+00:00,2022-07-18 09:13:47+00:00,0.096,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4pps,2022-07-18 09:13:47+00:00,2022-07-18 09:25:16+00:00,0.191,1,5,True,5,3,5,Excellent time to resolve the issue but no documentation on the ticket to know what was the issue and how it was resolved,4.333333333333333,good
1007580.0,2491.0,C13ggd10,bzyd10ygh,Ticket,Medium,1.0,1,4pgp,2022-07-18 12:28:26+00:00,2022-08-07 08:38:07+00:00,476.161,5,5,True,5,5,5,,5.0,good
1007611.0,3224.0,C06ggn039,t.yn039ygo,Ticket,Medium,1.0,1,4lsh,2022-07-20 07:43:35+00:00,2022-09-25 12:16:17+00:00,1612.545,8,19,True,5,4,5,Need to have more follow up with customer to have issue resolved,4.666666666666667,good
1007620.0,549.0,C10ggx1nv,xayx1nvygr,Ticket,Medium,1.0,1,,2022-07-20 11:40:40+00:00,2022-11-06 05:32:08+00:00,2609.858,16,57,True,5,5,3,"took some time from dev to provide solution, need to escalate",4.333333333333333,good
1007646.0,137.0,C02hk0x93,0ny0x93yoh,Deployment,Medium,2.0,1,4hgor,2022-07-21 13:05:10+00:00,2022-07-21 13:05:42+00:00,0.009,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4llr,2022-07-21 13:05:42+00:00,2023-01-17 14:27:42+00:00,4321.367,4,7,True,5,5,5,this is a task not issue,5.0,good
1007666.0,206.0,C10grn0v,xayn0vygh,HD Service,Medium,1.0,1,4hgho,2022-07-22 23:54:25+00:00,2023-03-05 11:07:05+00:00,5411.211,5,15,True,5,5,5,This is PM service the ticket type should be HD-Service,5.0,good
1007671.0,180.0,C06gi8zv0,4rkg,Ticket,Medium,1.0,1,,2022-07-23 00:06:21+00:00,2022-09-06 12:04:51+00:00,1091.975,2,7,True,5,5,5,This is PM service the ticket type should be HD-Service,5.0,good
1007685.0,14.0,C06hst_9,t.yt_9ygp,Ticket,Medium,1.0,1,4lpl,2022-07-23 00:36:59+00:00,2022-09-01 07:59:19+00:00,967.372,2,5,True,5,5,5,This is PM service the ticket type should be HD-Service,5.0,good
1007718.0,2.0,C11hg0w13_,.wy0w13yig,Ticket,Medium,1.0,1,4qkr,2022-07-25 09:43:59+00:00,2022-07-25 10:14:25+00:00,0.507,2,3,True,5,5,5,This is CR request,5.0,good
1007737.0,410.0,C14gr8114,d1y10dygi,Ticket,Medium,1.0,1,,2022-07-26 10:05:58+00:00,2022-08-01 06:12:17+00:00,140.105,2,5,True,5,5,5,This should be HD-Service,5.0,good
1007739.0,138.0,C02hk0x93,0nynd01ygs,Ticket,Medium,2.0,1,4hgos,2022-07-26 11:08:54+00:00,2022-07-26 11:10:50+00:00,0.032,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4llr,2022-07-26 11:10:50+00:00,2022-11-27 15:01:50+00:00,2979.85,9,74,True,1,1,1,"Ticket is part of project should change the type to project, ticket investigation took so much time, ticket contains more than one issue which should be one issue per ticket, poor follow up with client on post any update",1.0,needs_improvement
1007771.0,13.0,C02hk00u,0ny00uygi,Ticket,High,2.0,1,4kgi,2022-07-28 10:40:13+00:00,2022-07-28 10:49:02+00:00,0.147,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4llr,2022-07-28 10:49:02+00:00,2022-11-02 13:25:18+00:00,2330.604,8,27,True,1,1,1,"Many issues in this ticket, long time for investigation, long time for follow up, twice posted to customer that ticket will be closed and it was not closed, still few points which are very important not answered from our side",1.0,needs_improvement
1007794.0,6.0,C07igd31,4ggo,HD Service,Medium,5.0,1,4ggo,2022-07-31 09:12:29+00:00,2022-07-31 12:48:51+00:00,3.606,1,2,True,5,5,5,"This is an internal ticket regarding the deployment at Client, this ticket used to document discussion done via email",5.0,good
,,,,,,,2,t.d2j4d8c,2022-07-31 12:48:51+00:00,2022-07-31 14:16:30+00:00,1.461,2,1,True,5,5,5,"This is an internal ticket regarding the deployment at Client, this ticket used to document discussion done via email",5.0,good
,,,,,,,3,4kqo,2022-07-31 14:16:30+00:00,2022-07-31 14:46:41+00:00,0.503,1,2,True,5,5,5,"This is an internal ticket regarding the deployment at Client, this ticket used to document discussion done via email",5.0,good
,,,,,,,4,4hghk,2022-07-31 14:46:41+00:00,2022-07-31 14:46:46+00:00,0.001,1,0,True,5,5,5,"This is an internal ticket regarding the deployment at Client, this ticket used to document discussion done via email",5.0,good
,,,,,,,5,4hgos,2022-07-31 14:46:46+00:00,2022-10-24 09:11:28+00:00,2034.412,2,1,True,5,5,5,"This is an internal ticket regarding the deployment at Client, this ticket used to document discussion done via email",5.0,good
1007811.0,46.0,C07hr0c-0,u6y0c-0ygk,Ticket,Medium,2.0,1,4shl,2022-08-01 07:28:54+00:00,2022-08-01 07:31:09+00:00,0.038,1,3,True,5,5,5,"This is a request ticket type should be changed, request managed fast",5.0,good
,,,,,,,2,4kgp,2022-08-01 07:31:09+00:00,2022-08-01 09:31:37+00:00,2.008,3,2,True,5,5,5,"This is a request ticket type should be changed, request managed fast",5.0,good
1007835.0,2.0,C07hru_0,u6yu_0yhg,Ticket,Medium,2.0,1,4ihs,2022-08-02 05:58:21+00:00,2022-08-02 07:06:41+00:00,1.139,2,4,True,5,5,5,Ticket managed fast,5.0,good
,,,,,,,2,4lrp,2022-08-02 07:06:41+00:00,2022-08-28 07:15:15+00:00,624.143,2,1,True,5,4,5,ticket managed in fast way but he did not resolve it directly this is why it shows long time,4.666666666666667,good
1007853.0,83.0,C11grzvznv,.wyzvznvyhr,Ticket,Medium,1.0,1,4ops,2022-08-02 13:58:43+00:00,2022-08-03 11:48:55+00:00,21.837,2,3,True,5,5,5,Ticket managed fast,5.0,good
1007880.0,514.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hgrl,2022-08-03 13:37:00+00:00,2022-08-03 13:38:56+00:00,0.032,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-08-03 13:38:56+00:00,2023-01-09 07:00:59+00:00,3809.368,5,96,True,1,1,1,"No investigation shown on the ticket and issue forwarded to dev, customer asking for a date and we answered ASAP, We asked for database reports after 20 days from the ticket opened, ",1.0,needs_improvement
1007887.0,413.0,C14gr8114,d1y10dygh,Ticket,Medium,1.0,1,,2022-08-04 05:51:51+00:00,2022-08-08 07:51:01+00:00,97.986,2,5,True,5,5,5,request solved very fast,5.0,good
1007932.0,33.0,C02hkx0u,u6yx0uygs,Ticket,High,1.0,1,4sih,2022-08-07 12:31:32+00:00,2022-08-15 13:25:57+00:00,192.907,4,9,True,5,5,5,Service managed in very good way,5.0,good
1007957.0,276.0,C07ggu9n,u6yu9nygp,Ticket,Medium,1.0,1,4ihs,2022-08-08 10:05:47+00:00,2022-08-11 05:05:24+00:00,66.994,2,6,True,5,5,5,Service managed in very good way,5.0,good
1007975.0,527.0,C12hgx18a,adyx18aygk,Ticket,High,3.0,1,4khg,2022-08-09 10:09:52+00:00,2022-08-09 10:21:05+00:00,0.187,2,3,True,5,3,3,delay 14 min to have ticket assigned,3.6666666666666665,needs_improvement
,,,,,,,2,4lpo,2022-08-09 10:21:05+00:00,2022-08-09 11:27:13+00:00,1.102,1,3,True,5,5,5,Ticket managed well and fast,5.0,good
,,,,,,,3,4hghq,2022-08-09 11:27:13+00:00,2022-08-10 09:14:52+00:00,21.794,3,7,True,5,5,5,Ticket managed well and fast,5.0,good
1007991.0,25.0,C07hrnd01,u6ynd01ygp,Ticket,High,1.0,1,4shl,2022-08-10 07:43:03+00:00,2022-08-10 10:28:25+00:00,2.756,2,6,True,5,5,5,Ticket managed well and fast,5.0,good
1008003.0,516.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hgrl,2022-08-11 05:19:30+00:00,2022-08-11 05:23:00+00:00,0.058,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-08-11 05:23:00+00:00,2022-08-11 06:06:31+00:00,0.725,2,5,True,5,5,5,Ticket managed well and fast,5.0,good
1008041.0,37.0,C07hru9n,u6yu9nyhi,Ticket,Medium,1.0,1,,2022-08-14 12:09:42+00:00,2022-08-30 14:34:41+00:00,386.416,3,5,True,5,5,5,"PM ticket, This should be HD-Service",5.0,good
1008115.0,1224.0,C06hg2xcu,t.y2xcuyhp,Ticket,High,2.0,1,4hghk,2022-08-17 11:57:23+00:00,2022-08-17 11:58:41+00:00,0.022,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4pps,2022-08-17 11:58:41+00:00,2022-08-17 13:31:12+00:00,1.542,2,5,True,5,5,5,Ticket managed well and fast,5.0,good
1008122.0,26.0,C07hrnd01,u6ynd01ygq,Deployment,Medium,1.0,1,4kgp,2022-08-18 05:41:58+00:00,2023-01-12 14:17:59+00:00,3536.6,5,35,True,5,5,5,This should be HD-Service,5.0,good
1008131.0,1225.0,C06hg2xcu,t.y2xcuyhp,Ticket,High,1.0,1,4pps,2022-08-18 08:32:39+00:00,2022-08-18 10:24:00+00:00,1.856,3,6,True,5,5,5,,5.0,good
1008137.0,2713.0,C06ggtz0,t.ytz0ygl,Ticket,Highest,2.0,1,4hghk,2022-08-18 10:21:06+00:00,2022-08-18 10:24:42+00:00,0.06,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-08-18 10:24:42+00:00,2022-08-18 10:55:02+00:00,0.506,2,3,True,5,5,5,Ticket managed well and fast,5.0,good
1008170.0,145.0,C02hk0x93,0ny0x93yoh,Ticket,Low,2.0,1,4hglq,2022-08-21 12:46:15+00:00,2022-08-21 12:49:55+00:00,0.061,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hgog,2022-08-21 12:49:55+00:00,2023-03-09 06:47:35+00:00,4793.961,4,14,True,1,1,1,"Many issue with this ticket, looks like it is a project or CR, took more than 5 month without any update to customer, ticket resolved without explain what was done",1.0,needs_improvement
1008189.0,294.0,C12gg0.a,ady0.aygh,Ticket,Highest,4.0,1,4hglq,2022-08-22 11:12:11+00:00,2022-08-22 11:12:38+00:00,0.008,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghk,2022-08-22 11:12:38+00:00,2022-08-22 11:12:50+00:00,0.003,2,2,True,5,5,5,Ticket managed well and fast,5.0,good
,,,,,,,3,4khg,2022-08-22 11:12:50+00:00,2022-08-22 11:27:34+00:00,0.246,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4hghk,2022-08-22 11:27:34+00:00,2022-08-22 11:27:40+00:00,0.002,1,0,True,5,5,5,Ticket managed well and fast,5.0,good
,,,,,,,5,4lsk,2022-08-22 11:27:40+00:00,2022-08-22 14:55:05+00:00,3.457,2,4,True,5,5,5,Ticket managed well and fast,5.0,good
1008228.0,30.0,C12hga_0,adya_0ygp,Ticket,Medium,3.0,1,4hgol,2022-08-24 06:54:42+00:00,2022-08-24 06:56:05+00:00,0.023,2,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4pps,2022-08-24 06:56:05+00:00,2022-08-24 07:20:27+00:00,0.406,1,2,True,4,4,4,Only issue with this ticket it is CR and the type should be service,4.0,good
,,,,,,,3,4hgol,2022-08-24 07:20:27+00:00,2022-08-24 07:23:32+00:00,0.051,1,0,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,4,4pps,2022-08-24 07:23:32+00:00,2022-08-24 07:27:27+00:00,0.065,1,0,True,4,4,4,Only issue with this ticket it is CR and the type should be service,4.0,good
,,,,,,,5,4lpo,2022-08-24 07:27:27+00:00,2022-10-18 13:10:17+00:00,1325.714,7,6,True,5,5,5,Ticket managed well and fast,5.0,good
1008255.0,420.0,C14gr8114,d1y10dygh,Ticket,Medium,1.0,1,,2022-08-25 08:33:15+00:00,2022-08-26 11:00:13+00:00,26.449,2,5,True,5,5,5,only issue with this ticket is its type should be HD-service since it is a request to rest password,5.0,good
1008307.0,548.0,C12hgx18a,adyx18aygk,Ticket,High,2.0,1,4hghk,2022-08-29 07:58:38+00:00,2022-08-29 08:00:37+00:00,0.033,2,4,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-08-29 08:00:37+00:00,2022-09-15 09:08:55+00:00,409.138,7,6,True,5,5,5,Ticket managed well and fast,5.0,good
1008309.0,530.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hglq,2022-08-29 08:56:19+00:00,2022-08-29 09:00:11+00:00,0.064,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-08-29 09:00:11+00:00,2022-08-29 10:03:12+00:00,1.05,2,3,True,5,5,5,Ticket managed well and fast,5.0,good
1008322.0,54.0,C01hqd_0,z8yd_0ygh,Ticket,High,1.0,1,4lig,2022-08-29 12:08:30+00:00,2023-01-16 08:10:34+00:00,3356.034,5,43,True,3,3,3,many delays from dev to provide the fix,3.0,needs_improvement
1008360.0,15.0,C02hk00u,0ny00uygh,Ticket,Medium,3.0,1,4hglq,2022-08-31 06:22:23+00:00,2022-08-31 06:24:55+00:00,0.042,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgh,2022-08-31 06:24:55+00:00,2022-08-31 06:29:46+00:00,0.081,1,1,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,3,4llr,2022-08-31 06:29:46+00:00,2022-12-14 11:05:41+00:00,2524.599,6,32,True,2,2,2,Many delays and communication outside the ticket is not reflected on the ticket,2.0,needs_improvement
1008420.0,3478.0,C13ggb_0,bzyb_0ygo,Ticket,Medium,1.0,1,4qiq,2022-09-04 13:30:20+00:00,2022-09-18 09:53:51+00:00,332.392,2,8,True,5,5,5,ticket managed well and fasr,5.0,good
1008440.0,348.0,C01gg0xa,bzy0xaygl,Ticket,High,3.0,1,4hgpl,2022-09-05 10:02:49+00:00,2022-09-05 10:04:03+00:00,0.021,1,2,True,5,5,5,ticket managed well and fasr,5.0,good
,,,,,,,2,4hglq,2022-09-05 10:04:03+00:00,2022-09-05 10:08:29+00:00,0.074,2,1,True,5,5,5,ticket managed well and fasr,5.0,good
,,,,,,,3,4z8d4aa.c3,2022-09-05 10:08:29+00:00,2022-09-05 10:09:30+00:00,0.017,1,1,True,5,5,5,ticket managed well and fasr,5.0,good
,,,,,,,4,4hgpl,2022-09-05 10:09:30+00:00,2022-09-05 11:28:14+00:00,1.312,3,4,True,5,5,5,ticket managed well and fasr,5.0,good
1008457.0,589.0,C06hgfz_x,t.yfz_xyhh,Ticket,High,2.0,1,4hhgo,2022-09-06 08:17:25+00:00,2022-09-06 08:19:16+00:00,0.031,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4sgg,2022-09-06 08:19:16+00:00,2022-11-23 14:06:33+00:00,1877.788,6,11,True,2,2,2,"Ticket high and took 2 months to be resolved, delay from our team to update the customer and have internal escalation to have this fixed earlier",2.0,needs_improvement
1008458.0,34.0,C12hga_0,adya_0ygp,Ticket,Medium,1.0,1,4lpo,2022-09-06 08:21:21+00:00,2022-09-13 08:46:04+00:00,168.412,5,8,True,5,5,5,ticket managed well and fast,5.0,good
1008489.0,3479.0,C13ggb_0,bzyb_0ygo,Ticket,Medium,2.0,1,4pgp,2022-09-07 04:50:14+00:00,2022-09-07 06:35:15+00:00,1.75,1,4,True,5,5,5,ticket managed well and fast,5.0,good
,,,,,,,2,4qiq,2022-09-07 06:35:15+00:00,2022-09-18 09:48:51+00:00,267.227,3,2,True,5,5,5,ticket managed well and fast,5.0,good
1008502.0,61.0,C07hrx0u,u6yx0uyhq,Ticket,Medium,1.0,1,4ioh,2022-09-07 07:58:13+00:00,2022-09-28 07:57:54+00:00,503.995,6,17,True,4,4,4,ticket managed well not sure why the DEV ticket was opened,4.0,good
1008512.0,45.0,C12hhx18a,adyx18aygk,Ticket,Blocker,3.0,1,4hhgi,2022-09-07 11:33:36+00:00,2022-09-07 11:36:50+00:00,0.054,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4hghq,2022-09-07 11:36:50+00:00,2022-09-11 11:04:11+00:00,95.456,2,3,True,5,5,5,ticket managed well and fast,5.0,good
,,,,,,,3,4lpo,2022-09-11 11:04:11+00:00,2022-09-13 07:55:04+00:00,44.848,4,3,True,5,5,5,ticket managed well and fast,5.0,good
1008517.0,381.0,C06ggctn0,t.yctn0ygp,Ticket,Medium,2.0,1,4hhgo,2022-09-07 12:38:53+00:00,2022-09-07 12:41:36+00:00,0.045,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsp,2022-09-07 12:41:36+00:00,2022-09-11 11:13:09+00:00,94.526,3,2,True,4,4,4,"took 2 days to be resolved but no update on the ticket during these two days Wed, and Thu",4.0,good
1008526.0,558.0,C12hgx18a,adyx18aygs,Deployment,Highest,1.0,1,4hghq,2022-09-07 23:10:52+00:00,2022-09-08 00:42:12+00:00,1.522,3,3,True,5,5,5,Deployment ticket,5.0,good
1008550.0,80.0,C07hr6cz0,u6y6cz0ygk,Ticket,Medium,1.0,1,,2022-09-08 14:10:35+00:00,2022-09-19 14:58:14+00:00,264.794,3,4,True,5,5,5,PM visit HD-Service,5.0,good
1008580.0,541.0,C12ggzcz0u,adyzcz0uygq,Ticket,Highest,2.0,1,4hhgi,2022-09-12 05:23:05+00:00,2022-09-12 05:36:01+00:00,0.216,2,6,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lsk,2022-09-12 05:36:01+00:00,2022-09-12 06:06:35+00:00,0.509,2,2,True,5,5,5,Issue resolved quickly by the team,5.0,good
1008592.0,16.0,C07ppu9n,u6yu9nyhi,Ticket,Medium,1.0,1,4sih,2022-09-12 08:35:41+00:00,2022-09-14 12:55:58+00:00,52.338,3,4,True,5,5,5,Request and managed quickly by the team,5.0,good
1008595.0,239.0,C06hqzcz0,t.yzcz0yio,Ticket,Medium,2.0,1,4hhgi,2022-09-12 09:19:38+00:00,2022-09-12 09:22:11+00:00,0.042,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lqg,2022-09-12 09:22:11+00:00,2023-02-27 12:16:14+00:00,4034.901,5,19,True,2,2,2,Ticket took long time to be resolved and poor follow up with customer and lack for update to customer,2.0,needs_improvement
1008598.0,2359.0,C13ghbx0,bzybx0ygi,Ticket,Medium,1.0,1,4oio,2022-09-12 10:34:42+00:00,2022-10-26 07:36:50+00:00,1053.036,8,33,True,3,3,3,"this should be HD-Service, took long time to resolve and resolved after connection with customer",3.0,needs_improvement
1008607.0,48.0,C12hhx18a,adyx18aygk,Ticket,High,2.0,1,4hghk,2022-09-12 12:56:19+00:00,2022-09-12 12:58:56+00:00,0.044,2,3,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4lpo,2022-09-12 12:58:56+00:00,2022-10-31 11:12:53+00:00,1174.232,10,55,True,5,5,5,ticket managed well and fast,5.0,good
1008619.0,3235.0,C06ggn039,t.yn039ygo,Ticket,Medium,2.0,1,4ssh,2022-09-13 08:17:35+00:00,2022-09-21 13:13:39+00:00,196.934,3,6,True,2,2,2,No close follow up with the client and ticket should be closed by Oct 10 since more than 3 weeks no update from customer,2.0,needs_improvement
,,,,,,,2,4lsh,2022-09-21 13:13:39+00:00,2022-11-21 06:30:58+00:00,1457.289,3,16,True,2,2,2,No close follow up with the client and ticket should be closed by Oct 10 since more than 3 weeks no update from customer,2.0,needs_improvement
1008625.0,2319.0,C06gg8zv0,t.y8zv0ygq,Ticket,High,4.0,1,4hhgi,2022-09-13 09:37:38+00:00,2022-09-13 09:38:12+00:00,0.009,1,2,True,5,5,5,Service Desk user did his work perfectly same for other service desk users,5.0,good
,,,,,,,2,4kgq,2022-09-13 09:38:12+00:00,2022-09-13 09:40:21+00:00,0.036,2,2,True,5,5,5,Issue resolved quickly by the team,5.0,good
,,,,,,,3,4slh,2022-09-13 09:40:21+00:00,2022-09-13 11:34:17+00:00,1.899,1,1,True,5,5,5,Issue resolved quickly by the team,5.0,good
